fsq_id,fsq_name,cat_id,cat_name,lat,lon,address
50153df7e4b0b960188aec49,Nhon Hoa 2,13379,Vietnamese Restaurant,10.717898,106.621155,Truong Dinh Hoi
30624288f2fa4a9223c681e2,Sika Vietnam Ltd,11024,Chemicals and Gasses Manufacturer,10.672214,106.886959,"Nhon Trach 1 Industrial Park, Đồng Nai"
4e99505629c274e1f914d000,Cafe The Canary,13034,Café,10.80754,106.592513,
1d0f1f6639c94f25857ee6bc,Five Star Chicken - Long Thuận,13049,Diner,10.811172,106.848175,"295 Long Thuận, Quận 9, TP. Hồ Chí Minh"
628a4e86eaea76527a236fe2,Pharmacity,17035,Drugstore,10.721761,106.703644,"SR.G3-S-01.14 Shophouse Sunrise Riverside, Thành phố Hồ Chí Minh, Ho Chi Minh City"
b59f50fef5a14c52d88c7eec,Vạn Đạt,17028,Construction Supplies Store,11.012616,106.894546,"79A, Đoàn Văn Cư, Vĩnh Cửu, Đồng Nai"
573288ea498ece46c341e7ab,ITshopOnline.vn,11108,IT Service,10.868134,106.59434,"Thống Nhất, Hóc Môn, Ho Chi Minh City"
515423ace4b0ce9d1ad6bdc1,Dong Nai River,16006,Bridge,10.944816,106.807349,
4f935606e4b01970bbd7b008,Vuon Cau Cafe,13009,Cocktail Bar,10.820732,106.451006,"33B Vo Van Ngan, Duc Hoa"
524c13c5498e9ba6212b4cc8,Connexion Restaurant Pullman,13049,Diner,10.764306,106.691774,"148 Tran Hung Dao Street District 1, Pullman Saigon Centre"
4b9e2d63f964a5208fcf36e3,Công Viên Lê Văn Tám,16032,Park,10.78771,106.693617,Thành phố Hồ Chí Minh
4df0eefe258044f6551e0368,Thanh Hằng - Kem Xôi,13382,Snack Place,10.962389,106.71432,"C9/2A KDC Thuận Giao, Bình Dương"
7168bb2ee8b74a3f24d07f44,Phở Hương,13049,Diner,10.975382,106.763139,"Đường Vành Đai 3, Bình Dương"
30206c44f65f4532b2919f89,Nhà Nghỉ Như Ý,19009,Lodging,10.544862,106.387507,"480 Quốc Lộ 62, Long An"
5072c99ce4b0e78a1b79559c,Aiyaya,17044,Fashion Accessories Store,10.849899,106.768922,"Võ Văn Ngân Thủ Đức, Thành phố Hồ Chí Minh, Ho Chi Minh City"
c90c0b634a834feb4435a15b,Phở Xì Trum,13049,Diner,10.956759,106.791505,"8/6 Huỳnh Văn Nghệ, KP. 3, Đồng Nai"
5f54d6e20ad7f53c9a8ee4dd,Dat Barber Shop,11061,Health and Beauty Service,10.481103,106.36584,Tỉnh Tiền Giang
50a2476ce4b0c1218575d02f,Oasis Cafe,13034,Café,10.814145,106.680448,"303 Lê Lợi (Lê Lợi), Gò Vấp, Hồ Chí Minh"
5219768c11d265d4011c57fe,Sông Bé,16023,Lake,11.119777,106.953641,Ấp 3
f8475b6291ca45fade7d9f21,Nhà Hàng Võ Thị Kim Phượng,13065,Restaurant,11.13089,106.607393,"Quốc Lộ 13, Khu Phố 4, Bình Dương"
4f9286d7e4b0599b4e3509b8,Viet Ngon Restaurant,13072,Asian Restaurant,10.970987,106.490577,Tinh Lo 8
7a46ab0a4e9d4623d8d2064f,Kỳ Châu 39 - Lẩu & Món Nướng,13049,Diner,10.53483,106.423117,"Chợ Đêm Tân An, Long An"
10d2489a2a0c4044a83617c2,Hai Còn - Buffet Nướng,13030,Buffet,11.136639,106.609975,"D15 Đường XC2, KCN Mỹ Phước 2, Bình Dương"
501f8e33e4b07240374afb64,Quán Vĩ Dạ,13379,Vietnamese Restaurant,10.749045,106.615471,
56f137f9498e1f052a357dc1,Family Mart @ Nguyễn Duy Trinh,17029,Convenience Store,10.788471,106.770741,Nguyễn Duy Trinh - Quận 2
4dc60e7dd22dafda2fb5c302,Cafe Điểm Hẹn,13034,Café,10.664252,106.776248,Hồ Chí Minh
4e87ac715c5cf2f266ff069e,Chợ Vĩnh An,17054,Flea Market,11.087976,107.034021,
5c4d951e1ffe970039ad989f,Cơm Gà Xối Mỡ,13344,Southern / Soul Food Restaurant,10.834147,106.679231,"Thành phố Hồ Chí Minh, Ho Chi Minh City"
5383cb4a498e1115119b40ad,Quán Quốc Khánh,13072,Asian Restaurant,10.854762,106.606512,"22/5 Hưng Lân Bà Điểm (Nguyễn Ảnh Thủ), Thành phố Hồ Chí Minh, Ho Chi Minh City"
5471b16b498e78d5fb1e12e5,Thuốc thú y Tư Điểm,11133,Pet Service,10.699828,106.704377,"1199, Lê Văn Lương, Hồ Chí Minh"
defa4e2d9be5493c825b9d52,Quán Thịt Nướng Singapore,13049,Diner,11.108821,106.75697,"TL747, Hội Nghĩa, Bình Dương"
52d1451b498e8148a918f461,Fuji Cafe,13034,Café,10.806214,106.626793,"167 Lê Trọng Tấn, Tân Phú, Hồ Chí Minh"
7e85a7b7451b49c3f057bbd7,Lẩu Mắm Thành Tâm - Thị Xã Gò Công,13049,Diner,10.362445,106.683023,"Góc Ngã Tư Chợ Long Thuận, Tiền Giang"
4f63f1d9e4b04d4b1527e5ff,Cafe Tuong Vi,13035,Coffee Shop,10.845685,106.815748,
676b8ab71050404245ed5dfc,Cơm Không Chiên - Huỳnh Văn Nghệ,13049,Diner,10.955313,106.792441,"8/9 Tổ 20, KP. 3, Đường Huỳnh Văn Nghệ, Biên Hòa, Đồng Nai"
4ea41f0abe7ba4918ef20478,Trúc Cafe,13034,Café,10.973299,106.663909,Bình Dương
58ce686616f000799f93e6b7,Vinmart+ - Era Town,17029,Convenience Store,10.699896,106.731398,"Tầng G, Block B, Era Town, Phạm Hữu Lầu, Thành phố Hồ Chí Minh, Ho Chi Minh City"
ce0cf056638c4ea68ba693c2,Quán 5 Con Gấu - Nguyễn Thông,13049,Diner,10.53248,106.421457,"Nguyễn Thông, Long An"
f7d72852e6db458d90531418,Phở Phương Nam,13049,Diner,10.64335,106.49316,"203 Võ Công Tồn, Bến Lức, Long An"
4e421d00c65b782238ec48e9,Cơm gà tiểu nhị,13055,Fried Chicken Joint,10.846267,106.786938,"81A Man Thiện Q9, Ho Chi Minh City"
51407170e4b062f6259b57de,Bò lá lôt Diem Hen,13049,Diner,10.97843,106.503545,Tinh Lo 8 (Cu Chi)
508c06f4e4b019412c65c048,Big Bowl,13379,Vietnamese Restaurant,10.817157,106.663734,3rd Level International Departure Hall
56c731facd109ba7bae6fa9d,Ganges Fine Dining Restaurant,13218,North Indian Restaurant,10.778156,106.702923,
4ef1964729c2e7e6d17ab71e,Cafe Hương Quỳnh,13034,Café,10.846312,106.770707,"15/13, Kha Vạn Cân, Hồ Chí Minh"
4cd7af8453a7f04dee905f16,SenHeng Bien Hoa,17090,Hardware Store,10.956476,106.861702,"4/13, Dong Khoi, Biên Hòa, Đồng Nai"
53e59170498e01b8fae409c7,AEON MALL Binh Duong Canary,17114,Shopping Mall,10.93238,106.711513,"Số 1 Đại Lộ Bình Dương, Tỉnh Bình Dương"
5244276a498e2e5a0bbc85c8,B'mart,17029,Convenience Store,10.791314,106.635091,Độc Lập
51ef5ccb498ed4768820e273,Kfc,13145,Fast Food Restaurant,10.945537,106.857246,
5076a1dfe4b0cf0cefcd222e,Bê Thui Ngọc Mai 2,13072,Asian Restaurant,11.038162,106.683253,"Số 1246 Huỳnh Văn Luỹ, Khu Phố 8, Thủ Dầu Một, Tỉnh Bình Dương"
4f24ab20e4b05160aef97c66,Honda Binh Minh,17090,Hardware Store,10.96661,106.490776,"Kp2 , Thi Tran Cu Chi (Quoc Lo 22), Thành phố Hồ Chí Minh, Ho Chi Minh City"
64a8d603e5d84c6be95c5257,Cửa Hàng VLXD Hoàng Hiệp,17028,Construction Supplies Store,10.716465,106.738772,"12/7, Huỳnh Tấn Phát, Hồ Chí Minh"
f1219bf7f9b44f3d160c279f,Bằng Lăng Quán - Gà Nướng & Cá Trê Nướng,13049,Diner,10.445135,107.085686,"Thôn 4 - Xã Long Sơn, Bà Rịa - Vũng Tàu"
4d5878bf577aa0936d5952b9,Tino Coffee,13035,Coffee Shop,10.795089,106.608884,"95 Gò Dầu, Ho Chi Minh City"
4e460a2e7d8b91a0658a5f08,Cafe Caro,13034,Café,10.869516,106.642937,
4f135a9ae4b0472046b5eb94,Kiều Giang,13379,Vietnamese Restaurant,10.839244,106.768865,"652, Xa lộ Hà Nội, Phước Long B, Q9"
5d86189236e5fa00080c9400,Sushi Kei Aeon Mall Bình Tân,13263,Japanese Restaurant,10.742888,106.612469,"Lô T09, Tầng 3 Aeon Mall Bình Tân, 1 Đường Số 17A, Bình Tân, Ho Chi Minh City"
2bdcdde2d08e411a6005b0db,CO-OPMART Mỹ Tho,17069,Grocery Store / Supermarket,10.358752,106.375602,"35 Ấp Bắc, Mỹ Tho, Tiền Giang"
56454143498ef650faca42df,Xuan Mai's Shop,17020,Boutique,10.743138,106.732384,No10 Road No 3 (Tran Trong Cung St)
5215be1911d20852aca640f3,Gà Nướng Chân Cầu Chợ Đệm,13054,Food Truck,10.668616,106.527073,
514d9ecce4b0fff02bddeab1,Cần Giờ Quán,13338,Seafood Restaurant,10.67402,106.735602,"Nguyen Huu Tho, Ho Chi Minh City"
4fd314abe4b09c165707d238,Phở Cây Sung,13315,Noodle Restaurant,10.966584,106.916704,Biên Hòa
5bad84bc00b068002df0f017,Ba Ria Vung Tau museum,10027,Museum,10.349942,107.069661,"Vũng Tàu, Tỉnh Bà Rịa-Vũng Tàu"
cbf7209031b44f6d5f045c33,Cơm 999,13049,Diner,10.738901,106.951028,"Tỉnh Lộ 25B, Nhơn Trạch, Đồng Nai"
5246eae711d2257120cd0576,Bánh Mỳ Phá Lấu,13072,Asian Restaurant,10.349264,107.077772,"33 Đồ Chiểu, Vũng Tàu, Tỉnh Bà Rịa-Vũng Tàu"
091da70ee6b14f8851208f75,Le petit paris,13148,French Restaurant,10.96497,106.655386,"283 Phan Xich Long, Hồ Chí Minh"
7c60623d0d63464620f5a8b2,Thẩm Định Giá Exim,11000,Business and Professional Services,10.351549,106.385199,"Đường Đinh Bộ Lĩnh, Mỹ Tho, Tiền Giang"
4f616447e4b0448e9adcc9dd,Cau Vuot Nga Tu Ga,17025,Electronics Store,10.863452,106.680389,"Cầu vượt Ngã tư Ga, Quận 12, Hồ Chí Minh"
e533998475a740b845b23ebf,Lẩu Nướng Cư Xá Phúc Hải,13049,Diner,10.963217,106.837545,"4/3C - 4/5C Cư Xá Phúc Hải, Kp 2, Đồng Nai"
51020e16e4b0871e9f668773,Yamaha Service Centre 3S,17005,Automotive Retail,10.357243,107.081328,
4e543a6e1838d8d1dace11f0,Quan Nhat Hoang,13054,Food Truck,10.793419,106.95209,Đồng Nai
1c1283d569cf4b163249cbbc,Gazebo Beach Front Lounge & Cafe,13003,Bar,10.332317,107.073238,"90 Hạ Long, Vũng Tàu, Bà Rịa - Vũng Tàu"
4f15691be4b0472048a3f436,Lẩu Rắn Năm Tấn,13382,Snack Place,10.711281,106.598862,
18eb07187d954936cd7ca645,Trạm Thú Y Huyện Bình Chánh,11064,Hair Salon,10.686271,106.557087,"E4/19A, Nguyễn Hữu Trí, Bình Chánh, Hồ Chí Minh"
50f0afa9e4b058f4c51f7172,Cơm tấm Kiều Giang,13379,Vietnamese Restaurant,10.8004,106.739865,"53, Song Hành, Q2 (Song Hanh), Thành phố Hồ Chí Minh, Ho Chi Minh City"
237a3582517f461f7d5100a9,Nhà Hàng Tiệc Cưới Đông Xuyên,13065,Restaurant,10.399978,107.117957,"596, 30 Tháng 4"
aa3d29a5e1594209c66d4716,Giáo Xứ Bà Trà,12101,Church,10.984415,106.718507,"Tỉnh Lộ 743, Ấp Bình Phú, Thuận An, Bình Dương"
5c5807c242d8c2002c8f6359,Ngọc Phước Hair Salon,11064,Hair Salon,10.746872,106.65819,"40, Trần Nguyên Hãn, Q8, Thành phố Hồ Chí Minh, Ho Chi Minh City"
531933e011d2d9a53ce885a6,Vietnam Coffee Republic the bar & showroom,13035,Coffee Shop,10.779333,106.704853,"8A/6D2 Thái Văn Lung (Bến Nghé, Quận 1), Hồ Chí Minh"
50b17729e4b0ed0fc1413c61,Ca phe san bong 49,13034,Café,10.83866,106.730896,Duong 49 Hiep Binh Chanh
a76fc5a796854ffb5d4bf33d,Trạm Xăng Dầu Số 1,19007,Fuel Station,10.357416,106.577144,"Gò Công Tây, Tiền Giang"
4f1df120e4b00c461c4a76fe,Vân Anh,13379,Vietnamese Restaurant,11.022716,106.393745,"Tây Ninh, Tây Ninh"
8846291b0d05470a44ca47a5,Thao Nguyen Co. Ltd,11002,Agriculture and Forestry Service,10.617443,107.066042,"Thi Vai Hamlet, Vũng Tàu, Bà Rịa - Vũng Tàu"
4f37277ce4b0cc4ce33d4da0,Chợ Gò Vấp,17114,Shopping Mall,10.823575,106.687805,Lê Quang Định Street
4f2f9324e4b0dbffde7140e7,Bánh Canh Giò Heo,13379,Vietnamese Restaurant,10.990229,106.649276,684 Cach Mang Thang 8 - Thu Dau Mot - Binh Duong
51c99371498e7089de4b026a,Ăn Vặt Quán,13145,Fast Food Restaurant,10.859212,106.612239,"140/3 Trung Chánh, Hóc Môn (Nguyễn Ảnh Thủ), Ho Chi Minh City"
5191d2ad498e27c746b63cb7,Tiamo Phú Thịnh Restaurant,13379,Vietnamese Restaurant,10.951887,106.653256,"Đường số 2, Khu Biệt thự Phú Thịnh, Bình Dương"
567c0349498e54bbb6ae0493,KOI thé Tea,13035,Coffee Shop,10.802317,106.741269,"159 Xa lộ Hà Nội, Thành phố Hồ Chí Minh, Ho Chi Minh City"
74b750c0a0034083b66ec462,Lẩu 1 Người,13049,Diner,10.776275,106.955557,"Lê Duẩn, Long Thành, Đồng Nai"
4e50925718383eb2af32b437,Villa H2O,19014,Hotel,10.917127,106.65283,"1/4 Dang Thuc Vinh, Hóc Môn, TP. Hồ Chí Minh"
961957a935fc41c92a8ea482,Doanh Nghiệp Tư Nhân Gia Ngân Phát,17028,Construction Supplies Store,11.061909,106.587143,"445/4, Đường Làng, Tổ 1B, Ấp Phú Thứ, Bến Cát, Bình Dương"
5fabf046628dd4778a7681d0,Sân Cầu Lông Phú Long,18065,Sports Club,10.894144,106.69872,"157/1 Khu Phố Hòa Long, Tỉnh Bình Dương"
4ea2ca0f5c5cd12b35c6d556,Seaside Coffee,13034,Café,10.353068,107.064417,"Seaside Resort, 28, Trần Phú, P1, Vũng Tàu, Tỉnh Bà Rịa-Vũng Tàu"
5271e62b11d26a21eb0c4e2e,Bò Rừng,13379,Vietnamese Restaurant,10.869977,106.745876,"93/1 Phú Châu, KP. 1-, Thủ Đức, TP. Hồ Chí Minh"
618a451455854f765b9b4828,Chợ Hòa Phú,17000,Retail,10.961079,106.475973,"Tỉnh Lộ 8, Hồ Chí Minh"
5b62b1d22a7ab6002ca574e5,The Alley Võ Văn Ngân,13035,Coffee Shop,10.85043,106.761652,"Võ Văn Ngân, Thủ Đức, Thành phố Hồ Chí Minh, Ho Chi Minh City"
82a2811acf924bc63a1961ff,Cơ Sở A Sáu,17011,Car Parts and Accessories,10.674821,106.577361,"B3/15A Quốc Lộ 1A, Bình Chánh, Hồ Chí Minh"
3db79bee68294de3d166e345,Khu Du Lịch Sinh Thái Phú Mỹ Phương,11000,Business and Professional Services,10.68232,107.025027,"Quốc Lộ 51, Bà Rịa - Vũng Tàu"
5cb67ba8e07550002c29d4fb,High Lands Coffee,13035,Coffee Shop,10.735706,106.730999,"721 Huỳnh Tấn Phát, Ho Chi Minh City"
32dc2e3f57934c90cb486d6e,Carmen Billiards Cafe,13034,Café,10.869443,106.814073,"434 Hoàng Hữu Nam, Quận 9, Hồ Chí Minh"
1f790b4abaf74f7dfe53c292,Thanh Tùng - Cháo Lòng & Bánh Canh,13049,Diner,11.033586,106.363895,"4 Quốc Lộ 19, Trảng Bàng, Tây Ninh"
212d082bbf47484e86320652,Quán Long Ký - Mì Kéo Sợi Kungfu,13049,Diner,10.785301,106.94962,"395 Lê Duẩn, Long Thành, Đồng Nai"
f9c9a32054cc43fb953c2c60,Một Thành Viên Hiền Đức Long An,17028,Construction Supplies Store,10.553865,106.484848,"Số 83, ấp 5, Tân Trụ, Long An"
50136a9ae4b097af8a211f27,Minh Anh,13065,Restaurant,10.773999,106.770297,
4ff4121de4b08a4c713ce3cd,Nguyen Thong Mobile,17026,Mobile Phone Store,10.872015,106.745966,"147 Tam Binh, Phu Chau, Thu Duc, Thành phố Hồ Chí Minh, Ho Chi Minh City"
d57108ac7e6c43a1ed4f4b8b,Ngân Đình Quán,13065,Restaurant,11.126747,106.608636,"Đường S1, KCN Mỹ Phước 2, Bến Cát, Bình Dương"
4f55b6b2e4b0387c248c4fbe,Ms.Van Facial And Spa,11073,Spa,10.743493,106.653891,123 Tuy Ly Vuong Q5
4e47dcf2e4cd9d94fb349cba,Chợ Hạnh Thông Tây,17069,Grocery Store / Supermarket,10.835804,106.658717,"Quang Trung (Quang Trung), Gò Vấp, Hồ Chí Minh"
9f688b02ea0340019b97ecdf,Đồng Quán,13049,Diner,10.697571,106.704598,"436 Lê Văn Lương, Ấp 3, Phước Kiển, Nhà Bè, Hồ Chí Minh"
4d3a7ff50333a0936a735534,Pho24,13379,Vietnamese Restaurant,10.973953,106.665597,"Nguyen Thiep, Quận 1, Ho Chi Minh City"
bbbf46161b9041b4b4a0bd60,Cơm Niêu Huyền Sương,13049,Diner,10.953154,106.80728,"B1+B2 Khu Liên Kế, Nguyễn Ái Quốc, Biên Hòa, Đồng Nai"
533b73ac498ed0fd03e7d3d4,Hủ Tiếu 43,13379,Vietnamese Restaurant,10.382003,106.34084,Ấp Bắc
5609823e498e663eb428e727,Starbucks,13035,Coffee Shop,10.800078,106.718495,"L1 - 06A + 06B 561 Điện Biên Phủ, Thành phố Hồ Chí Minh, Ho Chi Minh City"
b91ef612aced4ed14279bf64,Bánh Bèo Mỹ Liên,13049,Diner,10.974216,106.653072,"Bàu Bàng, Bình Dương"
626cd1c616d12b477f9663e3,Starbucks,13035,Coffee Shop,10.801437,106.617744,"30 Bo Bao Tan Thang St., Thành phố Hồ Chí Minh, Ho Chi Minh City"
53c9fa5e498eabcaf340f627,Matilda's,13018,Pub,10.344242,107.076274,"6, Nguyễn Du, P1, Vũng Tàu, Bà Rịa - Vũng Tàu"
4fd46f8ee4b0296d1ee244d2,Cafe Thanh Trúc,13034,Café,10.356883,106.37411,"4, Học Lạc, P3, Mỹ Tho, Tiền Giang"
4eb4dca161af0dda901bc1a4,Quán Ăn Hải Phương,13049,Diner,10.975992,106.664673,"Hoàng Văn Thụ, Bình Dương"
56ca71ef498eb1f82d9c299e,Highlands Coffee,13032,"Cafes, Coffee, and Tea Houses",10.73742,106.725314,"Big C Nguyễn Thị Thập, 99 Nguyễn Thị Thập, Quận 7, Hồ Chí Minh"
1911a8e5567340dab42229b1,Hoang Minh I Restaurant,13072,Asian Restaurant,11.035884,106.351573,"38 Quốc lộ, Tây Ninh, Tây Ninh"
bb3a316f7a7949b3f797e2fa,Cửa Hàng Bách Hóa Tổng Hợp Mộng Thúy,17033,Department Store,10.533741,106.417574,"214, Nguyễn Đình Chiểu, P3, Tân An, Long An"
4b7c65a593be45de1813aa4b,CP Bánh Kẹo Phạm Nguyên,17057,Food and Beverage Retail,10.73091,106.574838,"613, Trần Đại Nghĩa, Hồ Chí Minh"
61e26248b6990353093fb6c8,Ẩm thực Trúc Xanh,13379,Vietnamese Restaurant,10.372294,106.671555,"(Đối Diện Chi Cục Thuế TX Gò Công) Trần Hưng Đạo, Gò Công, Tỉnh Tiền Giang"
5e301b367217fa0008ffcbd6,Siêu Thị Gs.25 The Pegasuite,17069,Grocery Store / Supermarket,10.734116,106.653366,"1002 Tạ Quang Bửu (trong The PegaSuite), Q8, Ho Chi Minh City"
22e04a8d67864071c7868e17,Quán Cà Phê Út Sanh,13032,"Cafes, Coffee, and Tea Houses",11.084205,106.788221,"20 Kp 5, Bình Dương"
63b0901b1f4e43926422539b,Bệnh Viện Mỹ Phước,15000,Health and Medicine,11.139748,106.610678,"Khu công nghiệp Mỹ Phước II, Đường TC3, Bến Cát, Bình Dương"
93f0de492199482e8b98672d,Đại Lộ - Bread & Pasta,13049,Diner,10.972625,106.89013,"130/4 Nguyễn Ái Quốc, Đồng Nai"
